滑坡隐患点 48197
110.7119 22.6344 4509210053S
110.6953 22.6536 4509210054S
110.4442 23.0344 4509210076S
110.4594 23.0358 4509210077S
110.4092 23.0372 4509210078S
110.3892 23.0219 4509210079S
110.8031 22.6481 4509210104S
110.6142 22.595 4509210105S
110.8053 25.6486 4509210106S
110.565 23.0386 4509210107S
110.6422 22.6008 4509210108S
110.5592 22.7128 4509210109S
110.8167 22.6297 4509210110S
110.5339 22.6614 4509210111S
110.6286 22.6536 4509210112S
110.2633 22.1144 4509220001S
112.6689 38.0625 1401220001S
110.2617 22.1508 4509220076S
110.2053 22.0781 4509220077S
110.2078 22.0792 4509220078S
110.1706 22.0911 4509220079S
110.2453 22.1061 4509220080S
110.1989 22.1269 4509220081S
110.2539 22.0992 4509220082S
110.2545 22.0961 4509220083S
110.2247 22.0847 4509220084S
110.3383 22.1322 4509220085S
110.345 22.1053 4509220086S
110.3114 21.9742 4509220087S
110.26 22.12 4509220088S
113.5697 24.7606 4402030001S
113.5767 24.8133 4402030002S
110.6281 35.8206 1410290008S
110.8436 35.97 1410290009S
110.8519 35.9706 1410290010S
110.84 35.9658 1410290011S
110.8511 35.9761 1410290012S
110.8147 35.9719 1410290013S
109.7781 27.8478 4312260078S
109.8397 27.8281 4312260079S
109.0914 27.2456 4312270001S
109.2406 27.115 4312270027S
109.6756 27.2156 4312280042S
109.6808 27.3497 4312280048S
109.6331 27.3344 4312280076S
110.0833 27.9856 4331220020S
110.6197 27.985 4312240025S
110.6153 27.9564 4312240026S
109.592 26.7492 4312250001S
110 26.7211 4312250004S
109.9786 26.71 4312250005S
110.0408 26.7625 4312250007S
109.9933 26.7897 4312250024S
109.8436 26.9764 4312250039S
109.6889 27.0031 4312250050S
109.7656 26.9342 4312250052S
109.9469 26.7042 4312250065S
109.8728 26.8986 4312250068S
109.9942 27.0794 4312250070S
109.972 26.9997 4312250072S
109.5719 26.9958 4312250077S
109.8214 25.8811 4503280056S
109.8797 25.8206 4503280057S
109.8831 25.8197 4503280058S
109.8164 25.8028 4503280059S
109.79 25.7886 4503280060S
109.7647 25.1861 4503260031S
110.1042 36.9297 6106220021S
109.8553 37.0047 6106220026S
109.8422 36.8419 6106220032S
110.195 36.8614 6106220001S
109.8458 37.0072 6106220006S
110.1775 36.8844 6106220014S
109.6992 37.0164 6106220025S
109.652 36.9922 6106220027S
110.1814 36.8686 6106220002S
110.0442 36.9136 6106220004S
109.8103 37.0144 6106220005S
110.155 36.8825 6106220009S
109.81 37.0131 6106220024S
109.762 36.8917 6106220028S
110.1864 36.8669 6106220029S
109.9167 36.8161 6106220031S
110.0153 36.8911 6106220034S
110.4025 36.8228 6106220040S
89.9736 43.6672 6523281002S
89.9689 43.6628 6523281003S
110.5386 25.8858 4503290087S
110.4756 25.9925 4503290088S
110.5195 24.0467 4503290089S
110.5139 26.0292 4503290090S
110.3972 23.0286 4509210080S
110.4828 23.0578 4509210081S
110.4769 23.0536 4509210082S
110.3542 23.0375 4509210083S
110.2172 22.1692 4509220054S
110.2545 22.2053 4509220055S
110.2525 22.2067 4509220056S
110.1942 22.1428 4509220057S
110.1853 22.1528 4509220058S
110.3 22.2069 4509220059S
110.3031 22.2089 4509220060S
110.3036 22.2069 4509220061S
110.3175 22.2044 4509220062S
110.3147 22.2061 4509220063S
110.3367 22.2028 4509220064S
110.3183 22.2361 4509220065S
110.3442 22.245 4509220066S
113.6233 24.8464 4402040002S
109.5939 22.2144 4509230059S
109.7119 22.2575 4509230060S
109.6958 22.2675 4509230061S
109.6025 22.2644 4509230062S
109.5958 22.2725 4509230063S
109.5767 22.0942 4509230064S
109.8861 22.3667 4509230065S
109.5978 22.1694 4509230066S
113.5658 24.8128 4402030003S
113.5278 24.805 4402030004S
113.5236 24.8253 4402030005S
113.5761 24.7275 4402030006S
113.5536 24.7206 4402030007S
113.5753 24.7878 4402030008S
113.5595 24.8206 4402030009S
113.5761 24.7761 4402030010S
113.5719 24.8114 4402030011S
113.5775 24.8142 4402030012S
113.552 24.7958 4402030013S
113.5672 24.7908 4402030014S
113.5244 24.7772 4402030015S
109.9761 21.9658 4509230091S
109.9806 21.9722 4509230092S
110.0958 22.0569 4509230093S
109.8872 22.3522 4509230094S
109.8869 22.3589 4509230095S
109.7958 22.27 4509230096S
109.5633 22.1386 4509230097S
109.9219 22.4336 4509230098S
109.8319 22.4517 4509230099S
109.9064 22.1236 4509230100S
109.8711 22.0058 4509230101S
109.8106 21.7247 4509230102S
109.8236 21.8033 4509230103S
109.8611 21.7992 4509230104S
109.8717 21.7208 4509230105S
110.0811 22.0203 4509230106S
109.5778 22.3386 4509230107S
109.9 22.1081 4509230108S
109.62 22.1631 4509230109S
109.6261 22.1631 4509230110S
109.5614 27.0664 4312250088S
109.6675 27.9211 4312260006S
109.7561 27.8364 4312260010S
111.6064 26.2058 4311020006S
111.6842 26.2511 4311020027S
111.4875 26.1756 4311020043S
110.5664 28.9192 4312220011S
110.7525 28.7008 4312220034S
110.2706 28.6253 4312220051S
109.8214 26.9378 4312250048S
109.8458 26.7358 4312250066S
110.1253 27.0892 4312810055S
110.5014 27.2919 4312810065S
112.0306 27.3747 4313210008S
112.08 27.2631 4313210012S
112.4244 27.2475 4313210023S
111.9442 27.1881 4313210035S
112.06 27.52 4313210057S
112.44 27.38 4313210077S
113.9342 26.1106 4310270044S
113.3258 26.6178 4310280010S
113.3083 26.6311 4310280018S
113.5531 26.5364 4310280028S
113.5422 26.4978 4310280029S
113.2695 26.5131 4310280030S
111.5997 26.2211 4311020005S
111.625 26.2144 4311020008S
111.8047 26.2075 4311020019S
111.6253 26.1478 4311020033S
111.4169 26.0883 4311020048S
110.8317 26.2364 4503290091S
110.7972 26.2406 4503290092S
110.6397 26.0303 4503290093S
110.4439 25.9625 4503290094S
111.3542 26.0047 4503290095S
110.4244 25.9975 4503290096S
110.4228 25.9561 4503290097S
110.4083 25.9511 4503290098S
110.4189 25.9475 4503290099S
110.405 25.9433 4503290100S
110.3703 25.8797 4503290101S
110.3675 26.0447 4503290102S
110.325 25.9606 4503290103S
110.3339 25.9589 4503290104S
110.3386 25.9567 4503290105S
110.3014 25.9183 4503290106S
105.0892 30.0572 5120220006S
113.6469 36.4131 1404250044S
113.6047 36.4119 1404250045S
113.6383 36.3414 1404250046S
110.5975 25.1064 4503230057S
108.2 22.8444 4501070004S
108.2017 22.8506 4501070005S
108.2361 22.8706 4501070006S
108.3194 22.7331 4501080001S
108.2225 22.3067 4501080002S
108.2472 22.3069 4501080003S
108.4117 22.3086 4501080004S
109.8994 22.3839 4509230067S
109.8411 22.3544 4509230068S
109.8522 22.3603 4509230069S
109.9111 22.3881 4509230070S
109.8806 22.4142 4509230071S
109.8345 22.4497 4509230072S
109.9997 22.16 4509230073S
110.1508 22.1122 4509230074S
110.1525 22.1128 4509230075S
110.1528 22.1125 4509230076S
110.0989 22.1494 4509230077S
110.0892 22.1625 4509230078S
110.3842 22.6836 4509810006S
110.3589 22.6825 4509810007S
110.3639 22.6386 4509810008S
110.3647 22.6392 4509810009S
110.3689 22.6603 4509810010S
110.1975 22.7964 4509810011S
110.1975 22.7972 4509810012S
110.1961 22.7917 4509810013S
110.2017 22.7919 4509810014S
110.2228 22.7939 4509810015S
110.2236 22.7978 4509810016S
110.2428 22.8314 4509810017S
110.38 22.8297 4509810018S
110.4439 22.8439 4509810019S
110.5081 22.6936 4509810020S
110.5078 22.6956 4509810021S
110.4731 22.6606 4509810022S
110.3397 22.5394 4509810023S
110.3317 22.5422 4509810024S
110.372 22.5767 4509810025S
111.9756 35.6781 1410220013S
113.5139 24.7986 4402030016S
113.4881 24.745 4402030017S
113.4775 24.7617 4402030018S
113.4953 24.7725 4402030019S
113.5072 24.7942 4402030020S
113.4495 24.825 4402030022S
113.4414 24.8319 4402030023S
113.4406 24.8325 4402030024S
113.4703 24.83 4402030025S
113.4703 24.83 4402030026S
113.472 24.8269 4402030027S
113.4258 24.8494 4402030028S
113.4622 24.7197 4402030029S
113.4547 24.7614 4402030030S
113.4056 24.7008 4402030031S
113.3525 24.6997 4402030032S
113.3386 24.6786 4402030033S
113.3314 24.6472 4402030034S
113.4503 24.7336 4402030035S
111.3031 23.3183 4504210031S
111.2817 23.2039 4504210032S
111.3014 23.1867 4504210033S
111.3089 23.1953 4504210034S
111.3417 23.2067 4504210035S
111.2736 23.2528 4504210036S
111.1753 23.3936 4504220001S
111.1392 23.3622 4504220002S
110.6342 23.1586 4504220003S
110.6361 23.1689 4504220004S
113.3994 24.7544 4402030036S
111.4892 26.7561 4311030005S
111.6472 25.9144 4311230005S
111.6117 25.8881 4311230007S
112.1545 25.1917 4311271122S
112.3133 25.3203 4311271132S
112.2617 25.4733 4311271136S
111.0706 25.1481 4311271145S
112.1847 25.9989 4311280001S
112.1989 26.0083 4311280002S
119.527 32.1936 3211020009S
119.4869 32.2042 3211020010S
119.4714 32.1925 3211020011S
119.4306 32.2114 3211020012S
119.692 32.2428 3211020013S
119.527 32.1936 3211020014S
109.5111 31.8828 6109270271S
109.5264 31.9064 6109270281S
109.4633 31.8975 6109270003S
109.3953 31.9606 6109270015S
109.4364 31.9131 6109270026S
109.3817 31.8764 6109270053S
109.4342 31.8553 6109270054S
109.4733 21.865 6109270074S
109.5058 31.8417 6109270088S
109.5058 31.8417 6109270090S
109.5669 31.7656 6109270137S
109.4486 32.1503 6109270211S
109.4897 32.21 6109270234S
109.4239 31.7492 6109270007S
109.4375 31.9142 6109270017S
109.4364 31.9131 6109270033S
109.3367 31.8658 6109270043S
108.4933 22.7514 4501090001S
108.4933 22.7547 4501090002S
108.4942 22.7553 4501090003S
108.4883 22.7514 4501090004S
108.4981 22.7481 4501090005S
108.4989 22.7475 4501090006S
108.4939 22.7528 4501090007S
108.5611 22.6106 4501090008S
108.5347 22.4525 4501090009S
108.2456 22.9714 4501220001S
108.3644 23.4281 4501220002S
108.3897 23.4353 4501220003S
108.4883 23.2856 4501220004S
108.5225 23.2739 4501220005S
108.347 23.385 4501220006S
107.9672 23.3908 4501220007S
107.9089 23.4733 4501220008S
107.9075 23.3867 4501220009S
108.2578 23.4675 4501220010S
108.1664 23.4656 4501220011S
108.4781 23.0586 4501220012S
105.34 30.99 5109220005S
105.19 31.05 5109220006S
105.39 30.78 5109220011S
105.44 30.83 5109220013S
105.38 31.88 5109220014S
105.2331 29.5864 5110110014S
105.2158 29.6022 5110110015S
105.1539 29.5194 5110110022S
105.0458 29.5394 5110110023S
110.4939 22.5694 4509810026S
111.1331 23.1831 4504210007S
111.3553 23.6444 4504210008S
111.2797 23.5475 4504210009S
111.2817 23.2039 4504210010S
111.3089 23.1953 4504210011S
111.3417 23.2067 4504210012S
111.2136 23.1353 4504210013S
111.2617 23.4006 4504210014S
111.0458 23.4531 4504210015S
111.1569 23.4356 4504210016S
110.8669 22.9133 4504810022S
110.8706 22.9117 4504810023S
110.8442 22.8742 4504810024S
110.7922 22.7969 4504810025S
110.7964 22.8083 4504810026S
110.8211 22.8208 4504810027S
110.2278 25.7289 4503230004S
110.2247 25.7236 4503230005S
110.2347 25.6817 4503230006S
110.2608 25.6558 4503230007S
110.2461 25.6472 4503230008S
110.2417 25.6225 4503230009S
110.2469 25.6122 4503230010S
110.2475 25.6103 4503230011S
110.3047 25.6019 4503230012S
110.1547 25.5878 4503230013S
110.162 25.5489 4503230014S
113.4039 24.6458 4402030037S
113.3475 24.6489 4402030038S
109.5889 21.8667 4505210003S
109.6833 21.8747 4505210004S
108.4347 21.7003 4506020001S
108.3395 21.6233 4506020002S
108.3525 21.6172 4506020003S
108.7 21.6253 4506030001S
108.0456 21.7933 4506030002S
108.3572 21.8019 4506030003S
107.9564 21.8044 4506030004S
107.8886 22.1708 4506210001S
101.8017 36.6208 6301020002S
101.8878 36.5742 6301020003S
101.7511 36.5725 6301030001S
101.7556 36.5725 6301030002S
101.7647 36.6103 6301030003S
101.7553 36.6494 6301050001S
101.6664 36.9303 6301210001S
101.3533 37.1056 6301210002S
101.6483 36.8839 6301210003S
101.6472 36.9575 6301210004S
101.7856 36.8169 6301210005S
101.7406 36.8381 6301210006S
101.8022 36.825 6301210006S
101.605 36.9642 6301210007S
101.7014 36.9472 6301210008S
101.6872 36.9375 6301210008S
101.4086 37.0894 6301210009S
110.6917 23.0783 4504220005S
110.8103 23.2517 4504220006S
109.4342 31.8553 6109270050S
109.495 31.8528 6109270068S
109.4375 31.9142 6109270020S
109.4375 31.9142 6109270024S
109.4364 31.9131 6109270030S
109.4375 31.9142 6109270022S
109.4375 31.9142 6109270029S
109.4467 31.8439 6109270046S
109.5686 31.7619 6109270127S
110.8558 35.98 1410290014S
110.8603 35.9747 1410290015S
110.8369 35.9658 1410290016S
110.8433 35.9694 1410290017S
110.8928 35.9975 1410290018S
110.83 35.9622 1410290019S
111.0622 36.0814 1410290020S
111.1328 36.0719 1410290021S
110.9961 35.9814 1410290022S
118.3497 31.4319 3402070001S
118.347 31.4336 3402070002S
118.3506 31.4328 3402070003S
118.1764 31.2181 3402080001S
118.3733 31.2394 3402080002S
118.355 31.0786 3402210001S
118.345 31.1983 3402210002S
118.1056 31.1167 3402220001S
118.1764 31.2181 3402220001S
118.0644 31.1339 3402220002S
118.3733 31.2394 3402220002S
118.0958 31.0797 3402220003S
117.8311 30.9219 3407020001S
117.7939 30.9283 3407020002S
104.7733 29.5872 5110240001S
104.3992 29.6258 5110240004S
104.4797 29.6656 5110240006S
104.8292 29.8869 5110250001S
104.1006 29.3633 5111230003S
104.027 29.2667 5111230009S
103.9703 29.8344 5111240001S
104.0092 29.8514 5111240003S
103.0497 28.8717 5111320002S
106.3897 31.5403 5113240012S
106.3894 31.5442 5113240013S
103.1953 29.8911 5114230001S
103.1922 29.8989 5114230002S
103.2061 29.6453 5114230005S
103.2319 29.8594 5114230020S
103.8275 29.7592 5114250001S
103.7631 29.8194 5114250005S
103.7364 29.7539 5114250006S
105.0108 28.2997 5115240004S
104.9267 28.3661 5115240006S
104.8692 28.4333 5115240009S
108.9483 25.3903 4502250037S
113.6547 36.3992 1404250047S
113.6944 36.3367 1404250048S
113.6942 36.3592 1404250049S
113.6825 36.3328 1404250050S
110.3961 24.6853 4503210014S
110.395 24.6858 4503210015S
110.4944 24.6811 4503210016S
110.4422 24.6967 4503210017S
110.2206 25.5186 4503230015S
110.2183 25.5164 4503230016S
110.2003 25.5142 4503230017S
110.2006 25.5086 4503230018S
110.1978 25.4994 4503230019S
110.1942 25.4944 4503230020S
110.1906 25.4925 4503230021S
110.1928 25.4922 4503230022S
110.1914 25.49 4503230023S
110.1889 25.4869 4503230024S
110.3322 25.5308 4503230025S
111.5947 36.6847 1410340001S
111.6003 36.6172 1410340002S
110.0183 22.4283 4509020018S
109.9258 22.5525 4509020019S
109.8939 22.5494 4509020020S
109.8222 22.6036 4509020021S
109.8656 22.615 4509020022S
109.8575 22.5989 4509020023S
109.9122 22.5419 4509020024S
111.1239 23.4486 4504210017S
111.3097 22.8792 4504210018S
111.2942 23.2753 4504210019S
111.2347 23.4044 4504210020S
111.5511 23.9331 4504210021S
111.5319 23.8497 4504210022S
111.5022 23.7808 4504210023S
111.545 23.6539 4504210024S
110.7814 23.2467 4504220007S
110.8106 23.2439 4504220008S
110.8158 23.3031 4504220009S
110.8133 23.2319 4504220010S
110.8 23.2239 4504220011S
110.7947 23.28 4504220012S
110.7872 23.2686 4504220013S
110.7986 23.1894 4504220014S
111.1011 23.2439 4504220015S
111.1075 23.2025 4504220016S
111.1114 23.1936 4504220017S
110.6719 23.2975 4504220018S
110.7203 23.2725 4504220019S
110.7169 23.2419 4504220020S
111.3736 35.1089 1408280001S
111.3989 35.0864 1408280002S
111.1597 35.0419 1408280003S
111.1653 35.0481 1408280004S
111.5411 34.9722 1408280005S
111.6017 35.0053 1408280006S
111.4006 35.0839 1408280007S
111.3847 35.075 1408280008S
113.4461 24.7525 4402030039S
108.1364 33.0033 6107240003S
107.7967 33.0553 6107240007S
108.0825 32.8075 6107240009S
108.0975 33.0297 6107240005S
107.8303 33.0003 6107240001S
86.0111 43.8617 6523241004S
108.0928 22.0483 4506210002S
108.1333 22.005 4506210003S
117.8981 30.9 3407030002S
117.8164 30.8869 3407110001S
117.8164 30.8869 3407110002S
117.2806 30.4528 3407110003S
117.8178 30.9167 3407210001S
116.622 30.6078 3408220001S
116.9414 30.6222 3408220002S
116.9414 30.6222 3408220002S
116.9422 30.6289 3408220003S
111.5783 26.1714 4311020046S
111.3633 26.0178 4311020047S
111.7547 25.8508 4311230002S
111.8689 25.9767 4311230024S
111.7761 25.7919 4311230032S
111.8936 25.96 4311230036S
112.3597 25.3236 4311271131S
112.0689 25.4953 4311271141S
110.2944 26.8444 4305270019S
110.7353 26.9 4305810002S
110.7539 26.8328 4305810014S
110.8994 26.8317 4305810023S
110.9325 26.7783 4305810024S
110.6792 26.8572 4305810033S
110.7819 26.6419 4305810054S
110.7797 26.6917 4305810056S
113.0033 28.6267 4306240007S
112.9833 28.5322 4306810019S
113.3889 29.3406 4306820004S
113.3372 29.3611 4306820009S
111.3372 27.1756 4305230070S
111.3014 27.1942 4305230072S
111.3247 27.1425 4305230083S
110.3636 27.1311 4305270001S
110.3903 24.7558 4503210018S
110.4319 24.475 4503210019S
110.3867 24.72 4503210020S
110.3978 24.7233 4503210021S
110.3944 24.7242 4503210022S
110.3011 24.3728 4503310042S
110.2292 24.5256 4503310040S
110.2208 24.5433 4503310041S
110.4206 24.3558 4503310043S
109.8903 24.4817 4502230023S
109.6781 24.6697 4502230024S
109.6986 24.6303 4502230025S
109.6864 24.6092 4502230026S
110.022 24.4986 4502230027S
110.0453 24.4744 4502230028S
110.0483 24.4828 4502230029S
109.9983 24.4811 4502230030S
110.0114 24.5581 4502230031S
109.8375 24.5114 4502230032S
109.8733 24.5506 4502230033S
109.8339 24.5758 4502230034S
109.8389 24.6067 4502230035S
109.8422 24.6153 4502230036S
109.8847 24.7422 4502230037S
110.7381 22.6175 4509210022S
110.725 22.6306 4509210023S
110.7425 22.6786 4509210024S
110.7928 22.5844 4509210025S
110.7631 22.6003 4509210026S
110.8647 22.5972 4509210027S
110.805 22.6483 4509210028S
110.6569 22.5856 4509210029S
110.6819 22.5783 4509210030S
110.68 22.5844 4509210031S
110.705 22.5964 4509210032S
110.2533 22.4397 4509220024S
110.34 22.2861 4509220025S
110.3103 22.3544 4509220026S
110.3625 22.3081 4509220027S
110.8436 24.0981 4509220028S
110.1706 22.3592 4509220028S
110.2031 22.4225 4509220029S
110.2006 22.2167 4509220030S
110.2331 22.2714 4509220031S
108.24 33.3278 6109230039S
108.6925 33.6236 6109230040S
108.6928 33.6239 6109230041S
108.5653 33.7036 6109230042S
108.5656 33.7039 6109230043S
108.5658 33.7042 6109230044S
108.5661 33.7044 6109230045S
108.5578 33.7061 6109230046S
107.6056 21.9244 4506210004S
107.5747 21.9358 4506210005S
107.8681 21.9017 4506210006S
108 22.4322 4506210007S
108.2767 21.6461 4506810001S
108.4703 21.8992 4507020001S
108.7086 22.3842 4507030001S
109.0847 22.0644 4507210001S
109.0603 22.1158 4507210002S
109.1939 21.0342 4507210003S
108.8136 22.4156 4507210004S
109.3561 22.2897 4507210005S
108.9511 22.2678 4507210006S
108.7931 22.4711 4507210007S
109.3545 22.5053 4507210008S
111.7064 35.5222 1408260001S
111.7061 35.5214 1408260002S
111.8122 35.5433 1408260003S
110.2433 22.5944 4509220002S
110.2392 22.4664 4509220003S
110.2311 22.4689 4509220004S
110.255 22.1081 4509220005S
110.2631 22.3642 4509220006S
110.3281 22.5031 4509220007S
110.2689 22.5156 4509220008S
110.2678 22.5217 4509220009S
85.8197 43.8642 6523241009S
110.3372 27.0594 4305270003S
110.1575 26.9422 4305270004S
110.2986 26.9153 4305270015S
110.3369 26.8564 4305270020S
110.4647 26.8519 4305270036S
109.9611 26.6544 4305270048S
110.8567 26.4072 4305280002S
110.2069 26.4339 4305290003S
111.4881 26.1867 4311020037S
111.5106 26.2831 4311020039S
111.6736 26.1339 4311020055S
111.5828 26.4383 4311030013S
111.5989 26.2653 4311030015S
112.9439 26.9947 4304240061S
113.0542 27.2672 4304240067S
112.2383 26.6167 4304260037S
112.0986 26.6911 4304260040S
111.9733 26.8811 4304260048S
112.1 26.7769 4304260059S
111.9106 27.2658 4305210016S
111.9789 27.2775 4305210020S
111.46 27.3514 4305220011S
111.6108 27.5536 4305220012S
111.3611 27.4803 4305220023S
111.2167 26.9928 4305230004S
111.1683 26.9606 4305230005S
111.2164 26.9514 4305230007S
111.2911 27.1994 4305230013S
111.3933 26.1575 4305230049S
110.75 29.5061 4308211121S
110.9458 29.6414 4308211207S
109.9539 29.5142 4308224323S
109.8261 24.5275 4502230038S
109.7117 24.3117 4502230039S
109.7175 24.2731 4502230040S
109.6961 24.6261 4502230041S
109.4972 24.3292 4502230042S
109.9186 24.6119 4502230043S
109.9453 24.3733 4502230044S
109.7119 24.2517 4502230045S
108.9253 25.3694 4502250038S
109.1231 25.5575 4502250039S
109.4403 25.4797 4502250040S
108.6819 25.3708 4502250041S
109.0192 25.7797 4502260001S
109.6942 25.6131 4502260002S
109.6661 25.4506 4502260003S
109.5489 25.7978 4502260004S
109.5433 25.8067 4502260005S
109.4297 25.735 4502260006S
109.4531 25.9739 4502260007S
109.5753 25.8964 4502260008S
109.5736 25.8983 4502260009S
109.5136 25.8583 4502260010S
109.5136 25.8583 4502260011S
109.5211 25.8622 4502260012S
109.4686 25.5189 4502260013S
109.4692 25.5189 4502260014S
